,logS,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
sample_668,-4.06,5.8148689846308885,0.2248611111111114,5.8148689846308885,0.2248611111111114,0.8346861420389335,229.71499999999997,213.587,229.10942319199998,84,0,0.2309390509419238,-0.35431818616928684,0.35431818616928684,0.2309390509419238,1.1333333333333333,1.8,2.3333333333333335,2.9607316091961065,313.37105540415854,11.259148545064338,9.288139198568702,10.044068144587158,7.20623856025737,5.111559086941059,5.489523559950287,2.9306680270110546,3.268729728902461,1.9774934766443124,2.1465243275900154,1.2246686171691226,1.3803156718083167,-1.1,2215.993111421875,11.971942446043165,5.701348272525828,3.195615187339714,94.89296182940923,10.216698334856808,0.0,0.0,17.180264882017248,0.0,0.0,0.0,0.0,14.951935562841626,0.0,0.0,32.372151489304386,19.634269217737724,0.0,0.0,23.497618452205504,0.0,14.951935562841626,0.0,20.771211599071872,29.850967552594536,5.283586320044258,0.0,0.0,10.216698334856808,11.896678561972989,0.0,11.600939890232516,34.58620478057935,0.0,0.0,20.771211599071872,0.0,5.283586320044258,0.0,0.0,53.940000000000005,0.0,0.0,0.0,5.283586320044258,11.896678561972989,19.634269217737724,0.0,0.0,25.67112132992235,20.268724166847957,11.600939890232516,0.0,5.8148689846308885,14.362922020660116,3.2433248299319732,0.0,1.1484722222222226,0.0,0.0,8.54152305366591,0.0,0.6666666666666666,15,1,5,0,0,0,0,1,1,5,1,6,5,0,0,0,1,1.803,62.56170000000003,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample_669,-4.08,11.80647234819854,0.03858024691358053,11.80647234819854,0.03858024691358053,0.7596200260223072,270.225,253.08899999999997,269.040790524,88,0,0.28194881964673657,-0.32874656515198286,0.32874656515198286,0.28194881964673657,1.3333333333333333,1.8,2.1333333333333333,4.279209958778551,233.57688747399035,12.008071689507773,9.458796711201563,11.787151184166198,6.895953267715891,4.795757730990173,6.595756544124875,3.7053214958023823,5.335609639878139,1.7754239411720238,3.4648508308563333,1.254636000737157,2.5023470470374067,0.1399999999999999,1217.0142657237543,15.14,7.419345139907786,5.688567504031778,105.98512527459047,4.899909730850478,0.0,0.0,0.0,5.239211713172287,0.0,4.794537184071822,0.0,0.0,0.0,34.963764729856145,27.694948798762496,28.40402354603452,0.0,4.794537184071822,40.20297644302843,0.0,4.899909730850478,0.0,39.77863045705841,5.752853606746789,10.56748828099181,0.0,0.0,0.0,4.794537184071822,0.0,34.963764729856145,27.97565670906548,0.0,0.0,27.694948798762496,10.56748828099181,0.0,0.0,0.0,20.310000000000002,0.0,4.794537184071822,0.0,17.322893371468208,10.785139958860386,0.0,17.29708687826933,0.0,32.59485852961298,0.0,23.20187978046503,0.0,12.294859921334787,13.628959435626104,0.5269866465104569,1.288615205341396,0.4303858024691358,0.395845616024187,0.0,7.989902928249489,0.0,0.7,15,0,2,0,0,0,0,0,0,2,0,5,4,0,0,0,0,4.277400000000004,69.75400000000003,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sample_670,-4.08,6.385065700148371,0.43819003527336875,6.385065700148371,0.43819003527336875,0.6634881818264521,343.21700000000004,331.121,342.043901744,114,0,0.1588744327428707,-0.28096197159767616,0.28096197159767616,0.1588744327428707,1.0,1.826086956521739,2.652173913043478,2.0274961737508224,943.5164678122118,15.97432701575866,12.293341993532216,13.805199885569127,11.147867045540844,7.154770557021424,7.910699503039878,5.305003403138377,6.1486393103509664,3.8540672435271035,4.418752567354888,2.833355286507282,3.2306949579029305,-2.169999999999999,280153.6570741006,14.424029889645306,5.476836017977725,2.3467292305180467,142.96332309881646,0.0,12.369160903912501,5.824404497999927,0.0,0.0,0.0,9.559504380427024,0.0,0.0,10.197363616602075,41.40098098584986,31.18920547353706,21.172169610876644,11.399071277454265,0.0,28.913564783235735,0.0,14.76446326439343,4.992404732635669,13.4684936056032,0.0,75.28554808610777,0.0,5.687386274683562,0.0,0.0,0.0,23.20187978046503,20.476148267164135,6.544756405912575,6.923737199690624,22.775711979393844,47.45697421186694,10.045266627482652,5.687386274683562,0.0,43.07,0.0,0.0,0.0,0.0,16.590023033395227,34.17478325684811,0.0,0.0,53.955406326713245,10.197363616602075,28.1942845131007,2.0129037540942303,12.61988431174939,4.741635802469135,9.698746203213796,3.585526266061981,1.6178769316368524,13.414823983091178,0.0,2.364158303238991,0.0,0.11764705882352941,23,0,4,0,1,1,2,1,3,4,0,6,1,0,0,0,4,4.233520000000002,91.90100000000002,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample_671,-4.1,10.956017057687783,-0.04068685962039087,10.956017057687783,0.04068685962039087,0.41890454460111903,200.32199999999997,176.12999999999997,200.177630008,84,0,0.3052674256589853,-0.4659692078794497,0.4659692078794497,0.3052674256589853,0.9285714285714286,1.5,2.0714285714285716,3.0148257844595356,132.28341890015258,10.648418081055103,9.680457611606656,9.680457611606656,6.808060412490448,5.964690378025045,5.964690378025045,3.676341513380008,3.676341513380008,2.289779436134093,2.289779436134093,1.4596007698475015,1.4596007698475015,-0.53,1175.4807664805464,13.47,10.550192461908578,9.557183958151702,88.0286816157429,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,45.448666937246685,13.344558822616634,6.4208216229260096,6.606881964512918,9.53140013787187,5.969305287951849,0.0,0.0,0.0,65.21404738278933,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.576187252464766,9.53140013787187,0.0,65.21404738278933,0.0,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,5.969305287951849,13.027703587438928,6.4208216229260096,38.524929737556064,0.0,6.923737199690624,6.923737199690624,4.736862953800049,4.848043267659069,0.0,10.956017057687783,0.0,0.0,-0.04068685962039087,0.0,9.321214098485022,4.582079102455185,0.0,0.9166666666666666,14,0,2,0,0,0,0,0,0,2,0,2,9,0,0,0,0,3.6902000000000026,59.24300000000005,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
sample_672,-4.1,16.87281415343915,-1.9218660241874526,16.87281415343915,0.0015315570672713719,0.737908895441975,376.46800000000013,347.23600000000005,376.20498762799997,148,0,0.17785157121320375,-0.389712414276755,0.389712414276755,0.17785157121320375,1.2962962962962963,1.962962962962963,2.5925925925925926,1.863657222021154,787.182282642092,19.991199352633217,16.458767254010443,16.458767254010443,12.415191890615723,9.972554170122413,9.972554170122413,9.7480429611491,9.7480429611491,8.703149566825617,8.703149566825617,7.183175850174494,7.183175850174494,-1.3299999999999998,877520.5811947023,19.00679023622427,5.383489331764306,1.997480532734117,159.07755185907865,10.213054789681411,5.601050810983688,17.235249711475557,0.0,0.0,0.0,9.589074368143644,4.39041504767482,0.0,0.0,25.496599036284397,63.51861319707584,16.747886984954953,6.103966387748303,24.19254420549987,11.566489892729878,0.0,0.0,28.583699077277743,70.75201230794418,0.0,23.80116485057091,0.0,0.0,0.0,4.39041504767482,0.0,0.0,39.153321699888956,9.589074368143644,28.583699077277743,53.378235290466534,23.80116485057091,0.0,0.0,0.0,74.6,34.12166400243262,19.802129157825057,4.39041504767482,29.823123607978676,19.26246486877803,5.573104530069267,19.075777413358384,12.999757306524504,13.847474399381248,0.0,0.0,16.87281415343915,0.0,24.209414069034153,22.261857734217042,-4.588521681048962,-1.1084894664234934,0.0,4.67743362622827,7.008824897887172,0.0,0.7272727272727273,27,2,4,4,0,4,0,0,0,4,2,5,1,3,0,3,4,2.923300000000001,98.53260000000003,0,2,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample_673,-4.11,11.804007936507936,-0.08800925925925895,11.804007936507936,0.08800925925925895,0.8059405879765426,232.32700000000003,212.16699999999994,232.15756326,92,0,0.3189602975001607,-0.33487013525445114,0.33487013525445114,0.3189602975001607,1.1764705882352942,1.8823529411764706,2.588235294117647,1.8444317603693572,363.7447760896648,12.08757566981053,10.278127299537436,10.278127299537436,8.25402019542349,6.3806630658003884,6.3806630658003884,4.832721123176776,4.832721123176776,3.4596284762669334,3.4596284762669334,2.387743542285905,2.387743542285905,-1.5099999999999998,9095.7710949126,11.960432307137278,5.709781035948846,3.4789932913175585,102.60635534840047,10.633577208012662,0.0,0.0,0.0,0.0,6.031114512338072,0.0,4.794537184071822,0.0,0.0,37.964481650927475,30.89228342893663,11.729227103831523,0.0,4.794537184071822,11.718500787021634,0.0,5.316788604006331,5.917906046161393,38.64886452054262,5.316788604006331,30.33183534230805,0.0,0.0,10.633577208012662,10.481923458755384,0.0,0.0,12.072955341486033,0.0,5.917906046161393,32.60702369139466,30.33183534230805,0.0,0.0,0.0,41.13,0.0,4.794537184071822,0.0,6.031114512338072,11.959746875309353,12.10820789760957,19.26246486877803,0.0,30.33183534230805,17.557314407703284,0.0,0.0,0.0,11.804007936507936,5.926769652305366,0.8411689814814818,0.5882160703787687,9.791664302875521,4.833268483510637,2.214904572940287,0.0,0.5,17,2,3,1,0,1,1,0,1,1,2,3,2,1,0,1,2,3.386800000000001,70.01640000000005,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sample_674,-4.11,12.114544595616024,-1.1320370370370372,12.114544595616024,0.3021296296296294,0.6954072783130925,230.26299999999998,216.15099999999995,230.094294308,88,0,0.1814256237901518,-0.2977748270940897,0.2977748270940897,0.1814256237901518,1.0,1.411764705882353,1.7647058823529411,2.473696164244312,485.51401432612516,12.792528739883949,10.11149621733972,10.11149621733972,7.837222523091416,5.55574810866986,5.55574810866986,5.32134879420832,5.32134879420832,2.9837478838084666,2.9837478838084666,2.0140603143117586,2.0140603143117586,-1.7699999999999998,6245.502149500628,11.707729070975642,3.6201620158575514,1.714875231730112,99.82967518127191,0.0,5.917906046161393,17.34973483909482,0.0,0.0,0.0,14.383611552215466,0.0,0.0,0.0,45.03667987291831,0.0,16.54189345279077,0.0,14.383611552215466,17.34973483909482,0.0,0.0,11.332896515558172,20.771211599071872,0.0,35.392371257240434,0.0,0.0,0.0,0.0,0.0,0.0,17.34973483909482,4.794537184071822,11.332896515558172,41.48718895060951,24.26546827384644,0.0,0.0,0.0,51.21,11.332896515558172,14.383611552215466,0.0,17.34973483909482,11.126902983393991,0.0,0.0,45.03667987291831,0.0,0.0,0.0,0.0,0.0,36.221766817838244,0.0,0.06767479213907812,-2.146157407407407,6.610049130763416,0.0,5.163333333333333,0.0,0.35714285714285715,17,0,3,1,0,1,1,0,1,3,0,3,1,0,0,0,2,2.2970000000000006,63.05500000000003,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample_675,-4.12,2.2430555555555554,0.766111111111111,2.2430555555555554,0.766111111111111,0.5830950724974511,134.22199999999998,120.10999999999997,134.109550448,54,0,-0.02556439700331706,-0.06245589070299574,0.06245589070299574,0.02556439700331706,1.1,1.7,2.2,2.5872871851548136,174.4896154807834,7.397341225498538,6.671208396324304,6.671208396324304,4.787693700234704,3.827185821959348,3.827185821959348,3.083569555002773,3.083569555002773,1.486775212936868,1.486775212936868,1.085497855454677,1.085497855454677,-0.78,195.6254620163014,7.328459869848157,3.4037722935552446,2.218872016802184,62.89117157708339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.179309741689295,17.9021791607844,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,20.268296022307258,0.0,35.89528683400505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,5.917906046161393,19.410925891078243,30.33183534230805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,11.984273114623004,0.0,0.0,44.179309741689295,0.0,0.0,0.0,0.0,0.0,1.4421296296296298,0.766111111111111,10.61037037037037,1.1952777777777777,4.486111111111111,0.0,0.4,10,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,2.8851000000000013,44.98400000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample_676,-4.12,12.361869038899613,-0.12241692124380665,12.361869038899613,0.016814806941295002,0.6868426969908572,288.43100000000004,260.20699999999994,288.208930136,116,0,0.13855548466823894,-0.39279668484713354,0.39279668484713354,0.13855548466823894,1.0952380952380953,1.8095238095238095,2.619047619047619,1.692354659363723,507.69574308017087,14.828062645816686,13.399067481404334,13.399067481404334,9.949160848322624,8.858718410586473,8.858718410586473,8.573988825081983,8.573988825081983,7.786904098808571,7.786904098808571,6.412748885639681,6.412748885639681,-0.63,85969.52181428958,13.993709230808948,4.439809487732747,1.7756589628303494,127.55103729290711,5.106527394840706,5.783244946364939,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,25.496599036284397,68.11445996836302,11.83581209232279,6.103966387748303,9.901064578912528,5.783244946364939,0.0,0.0,28.583699077277743,71.31801377053763,0.0,11.64912463690315,0.0,0.0,0.0,0.0,0.0,0.0,16.993738728953947,4.794537184071822,28.583699077277743,65.21404738278933,11.64912463690315,0.0,0.0,0.0,37.3,0.0,9.901064578912528,0.0,11.518956857145081,23.034047508084505,50.86365740664347,11.993926152995277,0.0,0.0,19.92349450621513,0.0,0.0,0.0,12.361869038899613,9.999061138726994,1.8074368937389775,2.6003137335180986,0.0,10.7071306925548,4.690855169228185,0.0,0.8421052631578947,21,1,2,4,0,4,0,0,0,2,1,2,0,3,0,3,4,3.8792000000000026,82.71680000000005,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample_677,-4.14,2.1782407407407405,1.3575925925925927,2.1782407407407405,1.3575925925925927,0.5476492453414699,156.228,144.13199999999998,156.093900384,60,0,-0.015207014081717637,-0.06161948309627077,0.06161948309627077,0.015207014081717637,0.6666666666666666,1.0833333333333333,1.5,2.946471324842402,372.8078661934481,8.55204176387779,7.464101615137756,7.464101615137756,5.787693700234703,4.238033871712586,4.238033871712586,3.2449425191004826,3.2449425191004826,2.3600781366972794,2.3600781366972794,1.600409353048576,1.600409353048576,-1.2999999999999998,768.3639299089631,7.354540141719628,2.6325540535695073,1.001034368996099,72.84295188002537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.39820241076966,35.74682581170483,0.0,0.0,0.0,10.772448428929591,0.0,0.0,0.0,13.847474399381248,0.0,47.52510539416365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.847474399381248,11.126902983393991,36.39820241076966,0.0,10.772448428929591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.899351412323583,0.0,0.0,50.245676810150904,0.0,0.0,0.0,0.0,2.7453703703703707,2.7151851851851854,0.0,12.897037037037038,0.0,4.309074074074074,0.0,0.16666666666666666,12,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,3.456640000000002,53.422000000000025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample_678,-4.14,5.818670319979843,0.7950925925925929,5.818670319979843,0.7950925925925929,0.5564479696593142,162.61899999999997,155.56299999999996,162.023627904,54,0,0.04118766499186078,-0.08432102971947456,0.08432102971947456,0.04118766499186078,0.8181818181818182,1.5454545454545454,2.3636363636363638,2.8289012156206956,379.28449039867843,7.681798275874712,5.919416357336608,6.675345303355064,5.360173345306137,3.5043663774068254,3.8823308504160527,2.4914725728494425,2.9279083533214276,1.711512048676643,1.9466091514643817,1.16017855118091,1.3407211814096502,-1.0100000000000002,487.8529731213885,6.684816447411453,2.554171088486387,1.2180471887174347,70.41633387811383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.932775232540564,22.90518256585281,5.022633313741326,0.0,0.0,22.373388319162107,0.0,0.0,0.0,0.0,0.0,47.487202792972596,0.0,0.0,0.0,0.0,0.0,11.600939890232516,0.0,0.0,0.0,0.0,42.46456947923127,5.022633313741326,10.772448428929591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.022633313741326,10.772448428929591,0.0,30.33183534230805,12.13273413692322,11.600939890232516,0.0,5.818670319979843,0.0,3.2227777777777784,0.0,0.0,14.06966301335349,0.0,0.0,0.0,0.0,11,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,2,3.4932000000000016,48.95800000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample_679,-4.15,2.2800925925925926,0.33458333333333323,2.2800925925925926,0.33458333333333323,0.6028568272437527,148.24899999999997,132.12099999999998,148.125200512,60,0,-0.010616603612534012,-0.06455276870047072,0.06455276870047072,0.010616603612534012,1.0909090909090908,1.6363636363636365,2.090909090909091,2.9284445313943723,208.73973650167846,8.319990956308914,7.593858127134679,7.593858127134679,5.16583188730236,4.221343774302781,4.221343774302781,3.603462270860897,3.603462270860897,2.439146959253381,2.439146959253381,1.093461461315697,1.093461461315697,-0.78,321.7661601013862,8.31784735812133,3.080884117573751,1.8268530577554927,69.25611369148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.10304694137992,17.399263584019785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.60702369139466,0.0,35.89528683400505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41499046939678,0.0,32.75548471369488,30.33183534230805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41499046939678,0.0,11.984273114623004,0.0,0.0,51.10304694137992,0.0,0.0,0.0,0.0,0.0,1.7674537037037037,0.0,10.66837962962963,1.1914814814814814,6.789351851851852,0.0,0.45454545454545453,11,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,3.374200000000002,49.75900000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample_680,-4.15,13.310634033813772,-4.350619198027572,13.310634033813772,0.18621395855411826,0.7278115473639666,437.5310000000002,411.32300000000015,437.17486811199996,162,0,0.41598698505793,-0.3950445544207227,0.41598698505793,0.3950445544207227,0.8333333333333334,1.5,2.2,1.4716669756319085,868.9465296058855,21.13961743368832,16.736409006497684,17.55290558742541,14.452839606072642,10.267614864514572,11.084111445442302,7.662129442642924,8.745906399129748,5.690228343461198,6.820496722295124,4.076894871954746,5.153001693317485,-1.7400000000000002,6669991.190941506,21.490469973217014,9.176692848839785,4.771315334849235,178.81970715941875,14.906346856541662,0.0,0.0,0.0,0.0,6.176298517443475,4.899909730850478,0.0,13.171245143024459,0.0,23.894619086314336,43.29741337114663,49.05950538651099,23.545106005577036,18.277772537865165,23.13665749875824,0.0,9.799819461700956,0.0,22.388087091405033,57.32008653675142,48.02802097092827,0.0,0.0,4.899909730850478,24.546017692391583,0.0,11.761884949391115,67.3265236624426,6.176298517443475,0.0,11.984273114623004,52.25553643026682,0.0,0.0,0.0,29.950000000000003,11.73975000914047,13.171245143024459,0.0,6.606881964512918,18.776899086508713,54.62295687820799,23.894619086314336,6.06636706846161,29.165378004696915,9.799819461700956,5.106527394840706,39.93190210144132,1.5265755705177044,8.62007862324459,9.067184077831556,1.0089037522927942,0.0,11.949812391565741,-3.4808905982543297,6.293100748027296,0.0,0.45454545454545453,30,1,4,0,2,2,2,0,2,5,1,8,6,0,1,1,4,4.308100000000003,113.59780000000006,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample_681,-4.16,11.520276587203583,-0.16775669413795158,11.520276587203583,0.16775669413795158,0.9342349779374837,286.331,268.187,286.131742436,110,0,0.3208166706067676,-0.4967638004399814,0.4967638004399814,0.3208166706067676,0.9047619047619048,1.380952380952381,1.8571428571428572,1.9952304115596737,591.9240832402107,15.242276208189782,12.290760620408555,12.290760620408555,10.07971869811898,6.485513270233322,6.485513270233322,4.626547889037656,4.626547889037656,2.806904456802315,2.806904456802315,1.6214401904550937,1.6214401904550937,-2.6899999999999995,56393.72119987954,14.71356568844182,6.652169302332033,4.138865505728204,123.64657419601637,19.690424242456906,17.248535499851716,0.0,0.0,0.0,6.031114512338072,0.0,4.794537184071822,0.0,0.0,0.0,48.53093654769288,19.782730240037942,7.109797541277533,14.268263091671919,11.718500787021634,0.0,4.899909730850478,0.0,0.0,26.521930110638245,48.53093654769288,0.0,17.248535499851716,14.790514511606428,10.481923458755384,17.248535499851716,0.0,32.136165749820464,0.0,0.0,0.0,48.53093654769288,0.0,0.0,0.0,50.800000000000004,0.0,4.794537184071822,0.0,6.031114512338072,5.749511833283905,17.186409941251373,4.899909730850478,45.47060978047835,24.26546827384644,5.316788604006331,9.473725907600098,10.798220109269685,0.0,12.994251665354867,2.762407463367961,0.7183156628124162,2.201844205996374,14.354731372816206,0.0,0.0,5.003562853715826,0.1875,21,1,5,0,0,0,2,0,2,3,1,5,4,0,0,0,2,3.581000000000002,82.21570000000004,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
