,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,y1,y2
100,0.23,0.0,0.16,0.0,0.0,0.2,0.23,0.0,0.0,0.18,0.0,0.0,0.0,1.0,0.0,2.4,1.0,1.4,0.2,4.9,27.0,15.0,21.0,23.0,21.0,24.0,10.0,22.0,19.0,19.0,340.80738783808226,504.7300073730859
101,0.0,0.0,0.18,0.0,0.0,0.26,0.28,0.12,0.16,0.0,1.0,1.0,0.0,0.0,0.0,0.4,0.4,2.4,4.8,2.0,21.0,29.0,30.0,10.0,12.0,11.0,24.0,18.0,19.0,23.0,451.23277041570697,818.8839986316425
102,0.0,0.23,0.0,0.23,0.24,0.13,0.0,0.0,0.0,0.16,0.0,1.0,1.0,0.0,1.0,4.3,0.6,3.9,0.3,0.1,28.0,13.0,13.0,20.0,18.0,26.0,17.0,14.0,19.0,16.0,405.6574011145734,806.6350000003463
103,0.0,0.0,0.23,0.16,0.0,0.23,0.0,0.21,0.0,0.17,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.2,0.1,3.8,11.0,12.0,14.0,24.0,20.0,18.0,25.0,27.0,25.0,21.0,396.89374076210476,794.8719999994686
104,0.0,0.22,0.19,0.14,0.0,0.17,0.27,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.3,0.1,3.1,1.0,3.8,24.0,14.0,12.0,20.0,22.0,24.0,29.0,19.0,19.0,12.0,388.47486661780005,799.8309999453173
105,0.14,0.26,0.14,0.19,0.0,0.0,0.0,0.0,0.28,0.0,1.0,1.0,1.0,0.0,1.0,0.9,1.9,1.9,1.6,2.9,13.0,13.0,11.0,20.0,11.0,19.0,24.0,15.0,25.0,26.0,464.950109712639,768.8169992377831
106,0.0,0.14,0.11,0.21,0.27,0.0,0.27,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,1.4,2.2,2.7,1.9,27.0,21.0,27.0,11.0,18.0,22.0,22.0,30.0,28.0,20.0,413.40503809937593,693.4240000368258
107,0.0,0.0,0.23,0.0,0.24,0.0,0.15,0.2,0.0,0.18,0.0,0.0,0.0,0.0,1.0,1.6,2.3,0.3,0.3,3.0,11.0,23.0,18.0,26.0,23.0,12.0,24.0,20.0,19.0,27.0,336.7178967108153,506.817999999999
108,0.31,0.0,0.0,0.36,0.0,0.0,0.12,0.11,0.11,0.0,1.0,0.0,1.0,1.0,0.0,1.7,1.4,1.5,2.9,2.3,23.0,16.0,26.0,28.0,14.0,12.0,24.0,25.0,29.0,11.0,430.02431500942885,723.9069995383767
109,0.0,0.0,0.23,0.22,0.2,0.0,0.0,0.14,0.2,0.0,1.0,1.0,1.0,0.0,1.0,2.8,1.2,2.2,1.1,0.3,16.0,12.0,25.0,27.0,17.0,30.0,16.0,24.0,16.0,28.0,415.81679229172664,841.4289999966253
110,0.24,0.2,0.0,0.0,0.0,0.0,0.2,0.19,0.0,0.17,1.0,1.0,0.0,1.0,1.0,1.5,1.8,0.4,3.8,0.7,25.0,14.0,27.0,14.0,23.0,22.0,22.0,14.0,18.0,14.0,365.1663900421779,750.2859997694127
111,0.0,0.23,0.0,0.16,0.2,0.16,0.0,0.26,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7,3.1,1.3,0.6,0.7,19.0,14.0,13.0,22.0,25.0,21.0,22.0,16.0,11.0,28.0,405.496249004223,714.1690014977486
112,0.0,0.2,0.0,0.23,0.0,0.0,0.0,0.21,0.19,0.17,1.0,1.0,1.0,0.0,1.0,2.9,0.3,3.3,1.8,1.5,28.0,25.0,21.0,11.0,27.0,29.0,12.0,26.0,20.0,16.0,430.6019182695139,857.1519528961486
113,0.32,0.0,0.15,0.21,0.0,0.0,0.13,0.0,0.19,0.0,1.0,0.0,1.0,0.0,0.0,0.1,2.3,3.2,1.1,2.4,11.0,15.0,27.0,14.0,22.0,22.0,12.0,16.0,18.0,30.0,351.77164346249145,664.6240000002709
114,0.3,0.11,0.0,0.0,0.16,0.27,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,1.6,2.8,0.3,4.9,16.0,25.0,16.0,25.0,12.0,15.0,15.0,28.0,12.0,20.0,403.0193568440173,638.2540000528555
115,0.0,0.21,0.0,0.2,0.19,0.18,0.0,0.0,0.0,0.22,1.0,1.0,0.0,0.0,1.0,2.5,0.9,1.2,0.1,4.6,20.0,18.0,15.0,10.0,11.0,15.0,27.0,17.0,19.0,27.0,425.6053449370725,805.4379858586639
116,0.0,0.23,0.0,0.19,0.18,0.0,0.25,0.0,0.15,0.0,0.0,0.0,1.0,1.0,1.0,1.5,4.3,1.4,0.2,2.0,27.0,10.0,21.0,28.0,29.0,27.0,25.0,14.0,12.0,24.0,432.22947488590484,884.3320064613965
117,0.26,0.0,0.0,0.0,0.28,0.0,0.15,0.0,0.12,0.19,1.0,1.0,1.0,0.0,0.0,2.0,0.4,0.5,4.4,2.7,24.0,16.0,23.0,15.0,14.0,28.0,13.0,16.0,21.0,25.0,408.85603225279556,699.2740000019139
118,0.22,0.0,0.0,0.22,0.19,0.14,0.23,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.2,0.3,4.0,1.5,1.3,30.0,14.0,12.0,26.0,12.0,29.0,29.0,18.0,14.0,23.0,417.9941073704781,910.9539999947665
119,0.17,0.0,0.0,0.0,0.0,0.0,0.14,0.31,0.26,0.12,1.0,0.0,0.0,1.0,0.0,1.4,2.6,0.4,2.6,2.1,25.0,13.0,17.0,24.0,11.0,28.0,14.0,16.0,20.0,15.0,380.35327577467956,573.8140000428158
120,0.22,0.0,0.18,0.0,0.19,0.2,0.21,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.2,1.2,3.7,0.0,3.3,27.0,24.0,20.0,13.0,20.0,28.0,10.0,14.0,10.0,21.0,390.6457247949192,831.21400227441
121,0.32,0.19,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,1.0,1.0,2.1,1.7,1.4,1.0,2.6,18.0,29.0,15.0,18.0,12.0,22.0,21.0,22.0,16.0,23.0,287.0429813636227,453.2950006308845
122,0.27,0.25,0.0,0.16,0.15,0.18,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.6,2.0,0.3,2.4,1.9,19.0,10.0,16.0,15.0,15.0,11.0,11.0,12.0,25.0,30.0,461.1577932393192,846.918995718519
123,0.24,0.19,0.0,0.0,0.0,0.0,0.15,0.2,0.23,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.3,3.7,0.1,0.3,11.0,11.0,10.0,29.0,17.0,13.0,29.0,27.0,24.0,11.0,558.8492021375117,1107.4509999989114
124,0.22,0.0,0.26,0.13,0.13,0.27,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.2,0.1,3.6,0.5,3.9,24.0,28.0,25.0,18.0,14.0,22.0,21.0,13.0,16.0,26.0,379.76955707170015,727.4710014256066
125,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.21,0.0,0.19,0.0,0.0,0.0,0.0,1.0,0.2,1.0,1.9,1.8,2.6,30.0,22.0,28.0,25.0,14.0,30.0,29.0,17.0,12.0,29.0,351.9983453927771,737.5779986026719
126,0.0,0.23,0.0,0.0,0.22,0.17,0.24,0.15,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.1,0.2,2.0,0.0,2.4,26.0,22.0,22.0,24.0,18.0,14.0,18.0,19.0,21.0,26.0,268.12081250883756,534.5110004363771
127,0.22,0.0,0.0,0.18,0.16,0.0,0.0,0.22,0.22,0.0,1.0,0.0,0.0,0.0,0.0,1.1,4.6,0.4,1.0,1.9,11.0,26.0,20.0,28.0,24.0,14.0,11.0,12.0,26.0,22.0,297.85912823631975,678.3039964854726
128,0.0,0.12,0.0,0.0,0.15,0.22,0.29,0.0,0.22,0.0,0.0,0.0,1.0,0.0,1.0,0.8,3.3,1.4,1.0,1.8,25.0,13.0,15.0,15.0,13.0,11.0,20.0,18.0,23.0,22.0,417.94537218737037,552.2140003338126
129,0.0,0.24,0.23,0.28,0.0,0.0,0.0,0.16,0.09,0.0,0.0,1.0,0.0,0.0,0.0,0.1,4.0,2.4,0.0,3.5,26.0,14.0,14.0,28.0,20.0,24.0,29.0,15.0,28.0,11.0,347.41202302286786,726.0215969861312
130,0.0,0.24,0.0,0.13,0.22,0.13,0.0,0.0,0.0,0.28,0.0,0.0,1.0,0.0,1.0,3.2,0.7,1.6,0.6,3.9,16.0,16.0,29.0,12.0,15.0,28.0,18.0,29.0,29.0,16.0,405.0210554739514,749.4220110815623
131,0.0,0.0,0.16,0.0,0.14,0.14,0.29,0.27,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.2,0.7,0.2,1.3,1.3,12.0,25.0,18.0,11.0,14.0,24.0,29.0,11.0,28.0,28.0,534.9801379593439,1010.9619998381902
132,0.0,0.15,0.0,0.17,0.0,0.2,0.0,0.32,0.0,0.15,1.0,1.0,0.0,1.0,0.0,1.0,0.4,2.2,2.1,3.3,13.0,17.0,27.0,20.0,18.0,25.0,30.0,22.0,20.0,25.0,383.48896898926876,637.6869854137371
133,0.0,0.0,0.15,0.0,0.23,0.0,0.23,0.0,0.22,0.17,1.0,1.0,0.0,0.0,1.0,1.8,0.8,2.5,0.9,2.3,20.0,19.0,21.0,23.0,18.0,25.0,11.0,22.0,22.0,23.0,365.6709920587855,499.81600001235347
134,0.0,0.0,0.17,0.17,0.0,0.21,0.0,0.17,0.0,0.27,0.0,0.0,1.0,0.0,1.0,3.3,1.0,0.5,2.7,0.7,20.0,18.0,13.0,11.0,25.0,13.0,28.0,24.0,14.0,23.0,370.0197050311823,645.4809999342789
135,0.0,0.24,0.0,0.11,0.0,0.0,0.0,0.35,0.17,0.13,0.0,1.0,1.0,0.0,0.0,0.6,3.5,0.6,1.4,0.9,11.0,11.0,12.0,17.0,22.0,23.0,19.0,17.0,23.0,14.0,411.49059865817105,647.7759999946593
136,0.22,0.0,0.0,0.24,0.23,0.13,0.0,0.0,0.0,0.19,0.0,1.0,1.0,1.0,0.0,1.2,1.6,0.0,3.7,1.1,19.0,15.0,10.0,22.0,11.0,11.0,24.0,20.0,20.0,24.0,384.60747571614087,756.6306008769931
137,0.0,0.22,0.19,0.0,0.0,0.13,0.22,0.0,0.0,0.24,0.0,1.0,1.0,0.0,1.0,0.8,2.8,0.4,1.5,3.1,18.0,22.0,29.0,27.0,17.0,20.0,30.0,27.0,27.0,17.0,427.41903323041987,734.2660000059246
138,0.18,0.2,0.0,0.0,0.0,0.23,0.0,0.22,0.0,0.17,1.0,0.0,1.0,1.0,0.0,0.1,2.2,0.2,3.3,1.2,22.0,12.0,13.0,30.0,19.0,17.0,20.0,23.0,23.0,21.0,411.56932560386855,704.6020018871216
139,0.0,0.0,0.19,0.0,0.0,0.16,0.18,0.0,0.24,0.23,0.0,0.0,1.0,1.0,0.0,3.7,1.5,0.7,1.4,0.7,23.0,20.0,22.0,13.0,27.0,20.0,28.0,20.0,11.0,29.0,367.97108189481395,648.5859998042904
140,0.26,0.21,0.17,0.0,0.0,0.15,0.0,0.0,0.21,0.0,1.0,0.0,1.0,0.0,0.0,0.6,3.8,3.4,1.0,1.2,25.0,15.0,15.0,21.0,26.0,19.0,26.0,19.0,13.0,22.0,364.4908641416713,527.0681276189762
141,0.22,0.2,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.25,1.0,1.0,0.0,1.0,1.0,4.4,0.2,4.2,0.2,0.6,22.0,26.0,27.0,14.0,25.0,28.0,22.0,19.0,17.0,23.0,447.21430193697216,890.4249999772613
142,0.0,0.0,0.17,0.19,0.23,0.22,0.0,0.19,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.1,0.7,0.0,2.2,0.1,26.0,22.0,21.0,11.0,10.0,22.0,10.0,26.0,12.0,16.0,360.94692837865375,854.7760072370932
143,0.0,0.14,0.19,0.0,0.22,0.0,0.21,0.0,0.24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.6,0.3,0.6,3.2,20.0,16.0,25.0,12.0,29.0,18.0,17.0,11.0,28.0,29.0,464.48661169986866,954.2620002894321
144,0.17,0.0,0.23,0.17,0.25,0.0,0.0,0.0,0.17,0.0,1.0,0.0,1.0,0.0,0.0,0.6,0.0,0.5,4.8,0.8,16.0,28.0,13.0,12.0,23.0,23.0,18.0,17.0,21.0,30.0,411.4443070607145,809.0650002571808
145,0.13,0.19,0.0,0.0,0.0,0.0,0.17,0.27,0.0,0.24,0.0,1.0,1.0,0.0,1.0,1.2,3.5,0.2,1.5,2.7,19.0,25.0,11.0,23.0,10.0,22.0,27.0,19.0,26.0,12.0,439.60167614502404,753.0039999995906
146,0.18,0.0,0.14,0.21,0.0,0.0,0.0,0.25,0.22,0.0,0.0,1.0,0.0,1.0,0.0,0.1,1.3,2.0,3.1,1.8,28.0,11.0,27.0,16.0,10.0,23.0,19.0,13.0,24.0,18.0,378.5154680749138,669.2500193226243
147,0.17,0.21,0.0,0.17,0.0,0.0,0.22,0.22,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.3,1.0,1.5,2.4,3.4,15.0,17.0,11.0,20.0,27.0,17.0,15.0,28.0,18.0,28.0,409.4122969347532,804.1868700799777
148,0.0,0.0,0.07,0.29,0.0,0.12,0.31,0.0,0.0,0.22,0.0,1.0,0.0,0.0,1.0,1.8,0.3,0.5,4.4,3.0,25.0,15.0,12.0,12.0,28.0,28.0,16.0,10.0,13.0,28.0,447.7034560714009,874.7470095841686
149,0.0,0.0,0.0,0.15,0.22,0.0,0.23,0.16,0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.3,4.2,0.9,1.5,2.2,25.0,17.0,20.0,25.0,28.0,22.0,22.0,28.0,25.0,14.0,365.356120438117,594.3430000004099
150,0.0,0.23,0.0,0.11,0.0,0.0,0.2,0.0,0.27,0.18,1.0,0.0,1.0,0.0,1.0,0.8,2.3,1.8,0.1,0.5,30.0,26.0,15.0,13.0,26.0,22.0,27.0,20.0,23.0,23.0,435.7488531184608,765.019000000296
151,0.0,0.0,0.2,0.22,0.29,0.14,0.0,0.15,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.3,0.3,4.8,1.5,28.0,27.0,13.0,14.0,25.0,27.0,26.0,21.0,13.0,22.0,441.1357993852743,759.6819989891852
152,0.0,0.0,0.14,0.25,0.22,0.19,0.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0,1.9,0.9,0.7,2.5,1.1,19.0,15.0,16.0,12.0,16.0,17.0,24.0,17.0,15.0,24.0,344.23547961379506,583.8220109046598
153,0.0,0.0,0.2,0.0,0.0,0.27,0.17,0.0,0.17,0.2,1.0,1.0,1.0,0.0,0.0,4.1,1.2,0.0,0.3,2.9,16.0,23.0,17.0,22.0,27.0,15.0,11.0,13.0,12.0,13.0,464.480146817568,832.6630343868421
154,0.0,0.29,0.0,0.0,0.14,0.24,0.15,0.19,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.6,3.3,2.2,0.1,28.0,27.0,11.0,27.0,13.0,16.0,13.0,27.0,20.0,16.0,417.8689758696107,706.5909943273925
155,0.19,0.0,0.22,0.25,0.17,0.0,0.0,0.17,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.8,2.5,0.9,1.0,15.0,30.0,24.0,28.0,12.0,17.0,22.0,24.0,18.0,19.0,282.23711924357445,546.2920000005178
156,0.0,0.2,0.19,0.0,0.0,0.0,0.25,0.0,0.22,0.14,1.0,0.0,1.0,0.0,1.0,0.7,0.3,1.3,3.3,1.4,29.0,15.0,10.0,25.0,12.0,26.0,30.0,27.0,25.0,20.0,482.12463365268684,907.8219999983071
157,0.0,0.19,0.0,0.0,0.18,0.23,0.19,0.0,0.0,0.22,1.0,0.0,0.0,0.0,1.0,0.9,1.9,0.1,0.8,2.4,17.0,19.0,13.0,18.0,20.0,25.0,23.0,15.0,21.0,26.0,350.2290939104659,509.38299959810047
158,0.0,0.0,0.0,0.0,0.19,0.0,0.2,0.15,0.23,0.23,1.0,0.0,0.0,1.0,1.0,2.7,2.0,0.1,2.0,2.5,16.0,16.0,25.0,27.0,29.0,24.0,12.0,23.0,15.0,22.0,336.8933216854142,654.6159690723861
159,0.0,0.22,0.17,0.21,0.0,0.2,0.0,0.19,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,1.4,0.2,0.5,3.4,24.0,13.0,25.0,23.0,17.0,24.0,25.0,11.0,13.0,23.0,401.66299289371426,703.782999998788
160,0.21,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.19,0.21,1.0,0.0,1.0,1.0,1.0,1.2,1.8,0.4,2.7,1.6,27.0,16.0,16.0,25.0,19.0,11.0,24.0,26.0,16.0,21.0,391.0845792361064,717.8229999816683
161,0.0,0.16,0.14,0.22,0.0,0.0,0.0,0.3,0.18,0.0,1.0,0.0,1.0,1.0,1.0,0.3,2.5,1.6,0.1,1.5,18.0,17.0,25.0,15.0,24.0,18.0,19.0,27.0,10.0,16.0,407.5666461454226,783.2439999962503
162,0.0,0.0,0.0,0.19,0.0,0.18,0.23,0.22,0.0,0.18,0.0,1.0,0.0,1.0,0.0,1.7,0.5,0.9,2.8,2.2,25.0,17.0,29.0,13.0,10.0,14.0,17.0,24.0,23.0,26.0,387.2934203820753,638.4701423150568
163,0.18,0.19,0.26,0.0,0.13,0.0,0.0,0.0,0.0,0.24,0.0,1.0,0.0,1.0,1.0,2.8,0.4,0.7,2.1,1.1,27.0,29.0,10.0,27.0,18.0,21.0,25.0,20.0,23.0,22.0,428.6501128561678,721.7379988927623
164,0.23,0.0,0.27,0.17,0.0,0.08,0.0,0.24,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.1,1.2,3.1,3.9,1.0,26.0,21.0,26.0,22.0,14.0,24.0,20.0,18.0,28.0,20.0,331.7367275533152,731.0712936140914
165,0.21,0.2,0.0,0.18,0.0,0.0,0.0,0.21,0.0,0.2,0.0,1.0,1.0,0.0,1.0,0.5,1.0,1.4,1.1,1.2,19.0,26.0,23.0,24.0,24.0,23.0,26.0,12.0,14.0,26.0,307.7479792283695,682.138222652615
166,0.0,0.21,0.0,0.2,0.0,0.0,0.0,0.18,0.22,0.19,0.0,1.0,0.0,1.0,1.0,0.3,4.0,0.3,3.0,2.4,23.0,30.0,27.0,23.0,20.0,21.0,22.0,16.0,30.0,27.0,388.080627114417,767.9259999894268
167,0.18,0.25,0.0,0.15,0.21,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,1.0,1.0,0.5,2.8,1.0,3.8,1.8,24.0,15.0,13.0,19.0,19.0,28.0,23.0,14.0,23.0,23.0,375.51677033761314,519.2919808001617
168,0.22,0.0,0.0,0.2,0.0,0.0,0.19,0.0,0.2,0.19,1.0,1.0,0.0,1.0,1.0,2.2,1.3,0.1,3.0,1.5,14.0,14.0,18.0,19.0,22.0,29.0,30.0,20.0,27.0,18.0,343.44426485276233,785.530035931505
169,0.28,0.26,0.22,0.19,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1.0,0.0,1.0,1.0,1.9,0.1,1.9,1.2,2.1,19.0,17.0,26.0,26.0,30.0,29.0,27.0,27.0,15.0,12.0,453.6378383071467,816.9219961203512
170,0.18,0.22,0.0,0.0,0.0,0.0,0.21,0.0,0.16,0.22,1.0,1.0,0.0,0.0,1.0,0.3,1.6,1.9,0.5,2.9,18.0,22.0,18.0,16.0,15.0,19.0,23.0,17.0,16.0,23.0,314.5668785042789,522.6490380945527
171,0.16,0.09,0.18,0.31,0.0,0.0,0.26,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.5,2.8,3.1,0.3,0.5,29.0,26.0,18.0,10.0,11.0,22.0,13.0,19.0,26.0,13.0,428.90919755939154,746.7580000002735
172,0.0,0.0,0.0,0.21,0.0,0.23,0.16,0.0,0.25,0.15,1.0,1.0,0.0,0.0,0.0,2.7,2.7,0.1,2.6,1.0,19.0,18.0,12.0,24.0,27.0,12.0,21.0,29.0,29.0,27.0,401.3141393815545,685.3239962841187
173,0.27,0.0,0.2,0.0,0.16,0.0,0.21,0.0,0.0,0.17,0.0,0.0,1.0,0.0,1.0,3.2,1.5,0.6,2.2,1.9,26.0,30.0,20.0,28.0,18.0,15.0,26.0,23.0,21.0,23.0,322.04502103492524,535.555000996936
174,0.0,0.0,0.16,0.23,0.16,0.0,0.24,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.2,0.6,4.6,0.3,24.0,26.0,25.0,17.0,28.0,29.0,25.0,28.0,12.0,23.0,361.95675141602493,634.5819993919046
175,0.14,0.17,0.24,0.2,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.8,1.7,0.4,2.5,16.0,22.0,16.0,19.0,19.0,14.0,15.0,24.0,23.0,25.0,332.26948824661315,480.61000000746003
176,0.0,0.0,0.2,0.0,0.22,0.18,0.0,0.22,0.0,0.18,1.0,1.0,0.0,0.0,0.0,4.7,1.7,2.9,0.1,0.1,14.0,14.0,10.0,13.0,11.0,16.0,27.0,17.0,12.0,10.0,414.6026717907224,932.2471266609772
177,0.0,0.12,0.0,0.23,0.0,0.0,0.0,0.24,0.22,0.18,1.0,0.0,1.0,0.0,1.0,0.5,2.8,2.3,1.8,0.4,30.0,18.0,11.0,30.0,19.0,24.0,11.0,21.0,21.0,22.0,439.58311641062727,769.6450399193328
178,0.0,0.17,0.0,0.0,0.13,0.28,0.0,0.14,0.27,0.0,1.0,0.0,0.0,1.0,1.0,0.3,4.1,1.1,0.5,3.7,27.0,12.0,25.0,13.0,18.0,17.0,27.0,16.0,13.0,21.0,496.1718392625421,787.1229999968431
179,0.0,0.0,0.21,0.0,0.2,0.24,0.17,0.0,0.0,0.18,0.0,0.0,0.0,1.0,0.0,1.5,1.5,3.6,0.5,1.1,17.0,25.0,16.0,16.0,24.0,27.0,11.0,10.0,15.0,23.0,312.31746706078303,552.7180008946801
180,0.0,0.22,0.18,0.0,0.0,0.0,0.23,0.13,0.23,0.0,1.0,1.0,1.0,0.0,0.0,0.8,2.2,3.1,2.9,0.2,21.0,29.0,15.0,28.0,25.0,20.0,22.0,19.0,16.0,22.0,380.5090592761688,614.7910046918713
181,0.0,0.0,0.0,0.17,0.0,0.0,0.24,0.19,0.21,0.19,1.0,1.0,0.0,0.0,1.0,2.3,2.8,0.8,0.3,3.6,24.0,29.0,29.0,14.0,24.0,24.0,19.0,16.0,21.0,24.0,381.56211656885677,671.8599999934414
182,0.0,0.0,0.18,0.26,0.22,0.0,0.0,0.15,0.0,0.19,1.0,1.0,0.0,0.0,0.0,0.2,1.7,1.2,2.0,4.6,28.0,26.0,12.0,14.0,29.0,25.0,21.0,21.0,19.0,28.0,402.3412723368418,712.1619996907235
183,0.16,0.13,0.0,0.2,0.0,0.25,0.0,0.0,0.0,0.27,1.0,1.0,0.0,1.0,0.0,1.4,1.6,2.2,0.1,2.8,11.0,25.0,26.0,23.0,28.0,12.0,15.0,27.0,16.0,23.0,445.7721234090761,745.4350000004238
184,0.0,0.0,0.17,0.16,0.0,0.23,0.0,0.23,0.0,0.21,0.0,0.0,0.0,1.0,0.0,4.4,1.1,0.2,1.6,1.0,30.0,27.0,21.0,23.0,14.0,25.0,27.0,13.0,26.0,15.0,375.6770599908422,650.9440001026834
185,0.0,0.21,0.0,0.18,0.18,0.0,0.0,0.17,0.0,0.25,1.0,1.0,1.0,0.0,0.0,1.2,2.4,1.4,0.1,2.0,14.0,15.0,17.0,21.0,18.0,17.0,20.0,30.0,27.0,24.0,348.97969591074144,641.5750163877372
186,0.0,0.0,0.17,0.0,0.24,0.21,0.0,0.2,0.18,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.4,3.7,0.7,3.7,20.0,29.0,14.0,23.0,29.0,24.0,21.0,13.0,21.0,30.0,407.10263846894054,639.1179999999999
187,0.21,0.22,0.18,0.0,0.22,0.0,0.0,0.0,0.0,0.17,1.0,1.0,0.0,1.0,0.0,3.3,0.9,0.3,2.1,2.9,11.0,23.0,22.0,22.0,26.0,14.0,22.0,17.0,16.0,22.0,311.64689820198885,592.2819974952171
188,0.0,0.16,0.0,0.2,0.25,0.19,0.0,0.2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.3,0.8,1.4,0.9,1.6,12.0,17.0,22.0,20.0,11.0,19.0,25.0,19.0,17.0,12.0,431.9478944028121,765.8019999992445
189,0.25,0.25,0.14,0.25,0.0,0.0,0.0,0.0,0.0,0.11,0.0,1.0,0.0,0.0,1.0,1.1,0.7,3.0,3.4,0.8,22.0,20.0,29.0,23.0,12.0,25.0,10.0,19.0,24.0,25.0,396.91559379725595,624.9879942398507
190,0.0,0.0,0.13,0.15,0.0,0.0,0.21,0.0,0.19,0.31,1.0,1.0,1.0,0.0,1.0,2.5,1.5,3.3,1.3,1.2,19.0,29.0,26.0,19.0,28.0,18.0,29.0,12.0,14.0,14.0,424.9266384078228,812.7009996267743
191,0.22,0.0,0.21,0.14,0.0,0.0,0.22,0.21,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.7,0.4,0.4,2.9,2.4,21.0,24.0,15.0,18.0,13.0,18.0,23.0,20.0,19.0,17.0,357.4688219557473,534.2859971190527
192,0.0,0.24,0.11,0.0,0.0,0.0,0.11,0.27,0.27,0.0,0.0,1.0,1.0,1.0,1.0,2.7,3.3,2.4,0.5,0.5,21.0,14.0,13.0,28.0,21.0,16.0,20.0,12.0,26.0,24.0,424.8352163393013,761.3226900306458
193,0.0,0.16,0.0,0.0,0.17,0.21,0.23,0.0,0.0,0.23,0.0,0.0,0.0,1.0,1.0,2.8,0.7,2.7,0.6,2.3,19.0,16.0,17.0,12.0,28.0,12.0,17.0,21.0,28.0,25.0,373.7481484044496,585.784000039648
194,0.0,0.0,0.25,0.19,0.21,0.0,0.19,0.16,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.8,0.1,0.8,3.9,4.1,21.0,19.0,28.0,17.0,20.0,20.0,14.0,26.0,29.0,26.0,386.21551418247134,758.260000517249
195,0.16,0.0,0.17,0.23,0.21,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,1.5,0.9,1.0,0.2,21.0,12.0,30.0,25.0,20.0,14.0,14.0,13.0,28.0,27.0,299.1985073731355,560.5750000737872
196,0.18,0.0,0.0,0.0,0.18,0.24,0.17,0.0,0.23,0.0,0.0,1.0,1.0,0.0,1.0,0.4,4.6,0.5,0.3,3.4,30.0,24.0,24.0,19.0,11.0,15.0,27.0,18.0,25.0,15.0,449.56410437715306,863.1459958380728
197,0.0,0.16,0.0,0.22,0.22,0.0,0.19,0.2,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.5,0.6,3.6,0.4,2.3,26.0,17.0,21.0,11.0,12.0,14.0,17.0,18.0,11.0,27.0,406.07888165010684,769.7530001858615
198,0.21,0.0,0.25,0.19,0.16,0.0,0.0,0.0,0.2,0.0,0.0,1.0,1.0,1.0,0.0,4.2,2.2,0.6,1.5,0.1,12.0,16.0,19.0,16.0,16.0,17.0,12.0,11.0,12.0,11.0,398.72624901698975,852.7869999945092
199,0.0,0.18,0.0,0.0,0.0,0.27,0.16,0.21,0.18,0.0,0.0,1.0,0.0,0.0,0.0,0.2,2.4,4.1,1.0,2.0,25.0,15.0,14.0,16.0,29.0,30.0,23.0,15.0,27.0,21.0,371.33235301389146,589.1499999084922
